Value Set Name,Code System,Code,Code Description,,,
Encephalopathy,SNOMEDCT,78757009,Intracranial haemorrhage following injury without open intracranial wound AND with concussion,,,
Encephalopathy,SNOMEDCT,229676007,Language-related cognitive disorder,,,
Encephalopathy,SNOMEDCT,128211000119102,Meningoencephalitis due to free-living ameba,,,
Encephalopathy,SNOMEDCT,7611002,Septo-optic dysplasia sequence,,,
Encephalopathy,SNOMEDCT,7711006,Cortex laceration without open intracranial wound AND with prolonged loss of consciousness (more than 24 hours) without return to pre-existing conscious level,,,
Encephalopathy,SNOMEDCT,26554009,Nuclear facial nerve paralysis,,,
Encephalopathy,SNOMEDCT,230209006,Actinomycotic brain abscess,,,
Encephalopathy,SNOMEDCT,39271000009100,Cerebral necrosis,,,
Encephalopathy,SNOMEDCT,129615000,Nucleus ambiguus-hypoglossal nerve syndrome,,,
Encephalopathy,SNOMEDCT,78914008,Laceration of brain,,,
Encephalopathy,SNOMEDCT,339051000009101,Porcine enteroviral encephalomyelitis,,,
Encephalopathy,SNOMEDCT,33332005,Brain injury without open intracranial wound AND with concussion,,,
Encephalopathy,SNOMEDCT,17258002,Chronic anoxic encephalopathy,,,
Encephalopathy,SNOMEDCT,195235008,Occlusion and stenosis of cerebellar arteries,,,
Encephalopathy,SNOMEDCT,288276001,Fetal cerebral haemorrhage,,,
Encephalopathy,SNOMEDCT,193021002,Cursive (running) epilepsy,,,
Encephalopathy,SNOMEDCT,209906000,"Hind brain laceration with open intracranial wound, with more than 24 hours loss of consciousness without return to pre-existing conscious level",,,
Encephalopathy,SNOMEDCT,71328000,Opioid-induced sexual dysfunction,,,
Encephalopathy,SNOMEDCT,49823009,Internuclear ophthalmoplegia,,,
Encephalopathy,SNOMEDCT,429458009,Dementia due to Creutzfeldt Jakob disease,,,
Encephalopathy,SNOMEDCT,209886004,"Hind brain contusion with open intracranial wound, with more than 24 hours loss of consciousness and return to pre-existing conscious level",,,
Encephalopathy,SNOMEDCT,230425004,Lafora disease,,,
Encephalopathy,SNOMEDCT,186591007,Encephalitis due to Far Eastern tick-borne encephalitis virus,,,
Encephalopathy,SNOMEDCT,75122001,Inhalant-induced psychotic disorder with delusions,,,
Encephalopathy,SNOMEDCT,712820006,Cerebral pseudoatrophy,,,
Encephalopathy,SNOMEDCT,16517004,Cerebral lipidosis,,,
Encephalopathy,SNOMEDCT,93749002,Primary malignant neoplasm of cerebrum,,,
Encephalopathy,SNOMEDCT,75968004,Sotos' syndrome,,,
Encephalopathy,SNOMEDCT,109912006,Overlapping malignant neoplasm of brain,,,
Encephalopathy,SNOMEDCT,1767005,Fisher's syndrome,,,
Encephalopathy,SNOMEDCT,231440006,Delirium of mixed origin,,,
Encephalopathy,SNOMEDCT,230703006,Dysarthria-clumsy hand syndrome,,,
Encephalopathy,SNOMEDCT,192003008,Sleep drunkenness,,,
Encephalopathy,SNOMEDCT,20121000119105,Partial occipital lobe epilepsy,,,
Encephalopathy,SNOMEDCT,230266001,Non-familial Alzheimer's disease of early onset,,,
Encephalopathy,SNOMEDCT,230270009,Frontotemporal dementia,,,
Encephalopathy,SNOMEDCT,230694003,Total anterior cerebral circulation infarction,,,
Encephalopathy,SNOMEDCT,86842008,Iatrogenic pituitary disorder,,,
Encephalopathy,SNOMEDCT,1082621000119100,Hepatic coma due to alcoholic liver failure,,,
Encephalopathy,SNOMEDCT,237702003,Pituitary haemorrhage,,,
Encephalopathy,SNOMEDCT,68091000119102,Intractable absence seizures,,,
Encephalopathy,SNOMEDCT,443352005,Cranial dystonia,,,
Encephalopathy,SNOMEDCT,10061007,Brain stem contusion without open intracranial wound AND with prolonged loss of consciousness (more than 24 hours) AND return to pre-existing conscious level,,,
Encephalopathy,SNOMEDCT,93807001,Primary malignant neoplasm of frontal lobe,,,
Encephalopathy,SNOMEDCT,293831000119105,Cerebral infarction due to stenosis of precerebral artery,,,
Encephalopathy,SNOMEDCT,3371000119106,Refractory generalised convulsive epilepsy,,,
Encephalopathy,SNOMEDCT,47311000119103,Static encephalopathy,,,
Encephalopathy,SNOMEDCT,193009001,Partial epilepsy with autonomic symptoms,,,
Encephalopathy,SNOMEDCT,40286002,Cortex contusion without open intracranial wound AND with prolonged loss of consciousness (more than 24 hours) AND return to pre-existing conscious level,,,
Encephalopathy,SNOMEDCT,87132004,Opioid withdrawal,,,
Encephalopathy,SNOMEDCT,50722006,PCP delusional disorder,,,
Encephalopathy,SNOMEDCT,57739006,Cerebellar contusion without open intracranial wound,,,
Encephalopathy,SNOMEDCT,203935000,Thoracic spina bifida with hydrocephalus,,,
Encephalopathy,SNOMEDCT,424761009,Paraneoplastic encephalomyelitis,,,
Encephalopathy,SNOMEDCT,36785009,Aphasia-angular gyrus syndrome,,,
Encephalopathy,SNOMEDCT,254940005,Oligodendroglioma of brain,,,
Encephalopathy,SNOMEDCT,32798002,Parkinsonism,,,
Encephalopathy,SNOMEDCT,442481002,Epilepsy characterized by intractable complex partial seizures,,,
Encephalopathy,SNOMEDCT,70655008,Caffeine-induced anxiety disorder,,,
Encephalopathy,SNOMEDCT,230467008,Status migrainosus,,,
Encephalopathy,SNOMEDCT,192990004,Benign myoclonic epilepsy in infancy,,,
Encephalopathy,SNOMEDCT,368961000119107,Partial nephrogenic diabetes insipidus,,,
Encephalopathy,SNOMEDCT,17169009,Cerebellar contusion without open intracranial wound AND with loss of consciousness,,,
Encephalopathy,SNOMEDCT,60404007,Cerebral abscess,,,
Encephalopathy,SNOMEDCT,2584003,Cerebral degeneration in childhood,,,
Encephalopathy,SNOMEDCT,47032000,Congenital hydrocephalus,,,
Encephalopathy,SNOMEDCT,94491007,Secondary malignant neoplasm of pituitary gland,,,
Encephalopathy,SNOMEDCT,423279000,Refractory migraine without aura,,,
Encephalopathy,SNOMEDCT,7025000,Subchronic undifferentiated schizophrenia with acute exacerbations,,,
Encephalopathy,SNOMEDCT,10651001,Temporal lobectomy behaviour syndrome,,,
Encephalopathy,SNOMEDCT,443153007,Toxic encephalomyelitis,,,
Encephalopathy,SNOMEDCT,79341000119107,Mixed dementia,,,
Encephalopathy,SNOMEDCT,373590007,Convergence retraction nystagmus,,,
Encephalopathy,SNOMEDCT,422724001,Refractory localisation-related epilepsy,,,
Encephalopathy,SNOMEDCT,230390002,Localization-related symptomatic epilepsy,,,
Encephalopathy,SNOMEDCT,230394006,Frontal lobe epilepsy,,,
Encephalopathy,SNOMEDCT,125921000119106,Hepatic coma due to acute hepatitis C,,,
Encephalopathy,SNOMEDCT,206196005,Cerebral hemorrhage due to birth injury,,,
Encephalopathy,SNOMEDCT,204032005,Reduction deformities of brain,,,
Encephalopathy,SNOMEDCT,20876004,Inhalant-induced anxiety disorder,,,
Encephalopathy,SNOMEDCT,86073008,Hypersomatotropic gigantism,,,
Encephalopathy,SNOMEDCT,31081000119101,Presenile dementia with delusions,,,
Encephalopathy,SNOMEDCT,68116008,Dentatorubropallidoluysian degeneration,,,
Encephalopathy,SNOMEDCT,32651000119109,Primary hypothalamic insufficiency,,,
Encephalopathy,SNOMEDCT,13973009,Grand mal status,,,
Encephalopathy,SNOMEDCT,38632003,Pharyngeal pituitary tissue,,,
Encephalopathy,SNOMEDCT,46963008,Compression of brain,,,
Encephalopathy,SNOMEDCT,428687006,Nightmares associated with chronic post-traumatic stress disorder,,,
Encephalopathy,SNOMEDCT,698767004,Post-cerebrovascular accident epilepsy,,,
Encephalopathy,SNOMEDCT,191458003,Senile dementia with paranoia,,,
Encephalopathy,SNOMEDCT,1084741000119100,Meningoencephalitis due to Blastomyces dermatitidis,,,
Encephalopathy,SNOMEDCT,29003001,Spastic dysphonia,,,
Encephalopathy,SNOMEDCT,413101007,Stress-induced epilepsy,,,
Encephalopathy,SNOMEDCT,445359003,Bacterial meningoencephalitis,,,
Encephalopathy,SNOMEDCT,424271007,Hysterical cataplexy,,,
Encephalopathy,SNOMEDCT,698021005,Autosomal dominant nocturnal frontal lobe epilepsy,,,
Encephalopathy,SNOMEDCT,26852004,"Primary degenerative dementia of the Alzheimer type, senile onset, with depression",,,
Encephalopathy,SNOMEDCT,432504007,Cerebral infarction,,,
Encephalopathy,SNOMEDCT,125081000119106,Cerebral infarction due to occlusion of precerebral artery,,,
Encephalopathy,SNOMEDCT,230439004,Epilepsy with continuous spike wave during slow-wave sleep,,,
Encephalopathy,SNOMEDCT,66637005,Hemiballism,,,
Encephalopathy,SNOMEDCT,290721000119108,Status epilepticus due to refractory epilepsy,,,
Encephalopathy,SNOMEDCT,371026009,Senile dementia with psychosis,,,
Encephalopathy,SNOMEDCT,270487001,Non-organic sleep disorder,,,
Encephalopathy,SNOMEDCT,76675006,Cerebellar laceration without open intracranial wound AND with concussion,,,
Encephalopathy,SNOMEDCT,47979002,Cortex contusion without open intracranial wound AND with moderate loss of consciousness (1-24 hours),,,
Encephalopathy,SNOMEDCT,192730008,Toxic encephalitis,,,
Encephalopathy,SNOMEDCT,79897009,Cerebellar abscess,,,
Encephalopathy,SNOMEDCT,38281008,Benign neonatal convulsions,,,
Encephalopathy,SNOMEDCT,70576008,Enteroviral encephalomyelitis,,,
Encephalopathy,SNOMEDCT,237722004,Empty sella syndrome,,,
Encephalopathy,SNOMEDCT,347281000009107,Transmissible mink encephalopathy,,,
Encephalopathy,SNOMEDCT,425237009,Refractory frontal lobe epilepsy,,,
Encephalopathy,SNOMEDCT,230708002,Posterior cerebral circulation hemorrhagic infarction,,,
Encephalopathy,SNOMEDCT,93559003,Hypogonadism with anosmia,,,
Encephalopathy,SNOMEDCT,107561000119107,Ependymoma of brain stem,,,
Encephalopathy,SNOMEDCT,74728003,Hypopituitarism,,,
Encephalopathy,SNOMEDCT,65535000,Cerebellar laceration without open intracranial wound AND with prolonged loss of consciousness (more than 24 hours) without return to pre-existing conscious level,,,
Encephalopathy,SNOMEDCT,56097005,Migraine without aura,,,
Encephalopathy,SNOMEDCT,163594004,O/E - salaam attack,,,
Encephalopathy,SNOMEDCT,127024001,Neoplasm of pituitary gland,,,
Encephalopathy,SNOMEDCT,230449001,Tactile epilepsy,,,
Encephalopathy,SNOMEDCT,209905001,"Hind brain laceration with open intracranial wound, with more than 24 hours loss of consciousness and return to pre-existing conscious level",,,
Encephalopathy,SNOMEDCT,291665000,Postpartum intrapituitary haemorrhage,,,
Encephalopathy,SNOMEDCT,82381000119103,Epileptic dementia with behavioural disturbance,,,
Encephalopathy,SNOMEDCT,451038000,Haemorrhage in caudate nucleus,,,
Encephalopathy,SNOMEDCT,42344001,Alcohol-induced psychosis,,,
Encephalopathy,SNOMEDCT,209871005,Closed hindbrain contusion,,,
Encephalopathy,SNOMEDCT,230456007,Status epilepticus,,,
Encephalopathy,SNOMEDCT,39912006,Hereditary spastic paraplegia,,,
Encephalopathy,SNOMEDCT,94787001,Neoplasm of uncertain behavior of cerebral meninges,,,
Encephalopathy,SNOMEDCT,7033004,Petit mal status,,,
Encephalopathy,SNOMEDCT,191507002,Subacute delirium,,,
Encephalopathy,SNOMEDCT,230702001,Lacunar ataxic hemiparesis,,,
Encephalopathy,SNOMEDCT,230410004,Benign neonatal familial convulsions,,,
Encephalopathy,SNOMEDCT,190480009,Follicle stimulating hormone deficiency,,,
Encephalopathy,SNOMEDCT,421283008,Primary lymphoma of brain associated with AIDS,,,
Encephalopathy,SNOMEDCT,68448003,Myoclonus epilepsy AND ragged red fibres,,,
Encephalopathy,SNOMEDCT,274100004,Cerebral hemorrhage,,,
Encephalopathy,SNOMEDCT,230471006,Chronic tension-type headache,,,
Encephalopathy,SNOMEDCT,30871003,Flashbacks,,,
Encephalopathy,SNOMEDCT,71831005,Symptomatic generalised epilepsy,,,
Encephalopathy,SNOMEDCT,24473007,Persistent vegetative state,,,
Encephalopathy,SNOMEDCT,5102002,Agenesis of corpus callosum,,,
Encephalopathy,SNOMEDCT,195213000,Cerebellar stroke syndrome,,,
Encephalopathy,SNOMEDCT,101421000119107,Dementia due to Parkinson's disease,,,
Encephalopathy,SNOMEDCT,94767002,Neoplasm of uncertain behavior of brain,,,
Encephalopathy,SNOMEDCT,307356008,Motor epilepsy,,,
Encephalopathy,SNOMEDCT,16576004,Shy-Drager syndrome,,,
Encephalopathy,SNOMEDCT,428241007,Intraventricular hemorrhage of fetus,,,
Encephalopathy,SNOMEDCT,290761000119103,Status epilepticus due to refractory simple partial epilepsy,,,
Encephalopathy,SNOMEDCT,230782004,Dysequilibrium syndrome,,,
Encephalopathy,SNOMEDCT,230383007,Benign psychomotor epilepsy of childhood,,,
Encephalopathy,SNOMEDCT,111480006,Psychoactive substance-induced organic dementia,,,
Encephalopathy,SNOMEDCT,135321000119107,Hypersomnia caused by alcohol,,,
Encephalopathy,SNOMEDCT,38403006,Vertigo of central origin,,,
Encephalopathy,SNOMEDCT,254965007,Pituitary macroadenoma,,,
Encephalopathy,SNOMEDCT,203934001,Cervical spina bifida with hydrocephalus,,,
Encephalopathy,SNOMEDCT,94225005,Secondary malignant neoplasm of brain,,,
Encephalopathy,SNOMEDCT,190502001,Pituitary dependent hypercortisolism,,,
Encephalopathy,SNOMEDCT,417872000,Neuroinvasive Cache Valley encephalitis virus infection,,,
Encephalopathy,SNOMEDCT,230296006,Vascular parkinsonism,,,
Encephalopathy,SNOMEDCT,230280008,Progressive aphasia in Alzheimer's disease,,,
Encephalopathy,SNOMEDCT,53050002,Hallucinogen-induced organic mental disorder,,,
Encephalopathy,SNOMEDCT,87121000119102,Malignant glioma of cerebellum,,,
Encephalopathy,SNOMEDCT,230325003,Meige syndrome,,,
Encephalopathy,SNOMEDCT,246544003,Partial seizure evolving to secondary generalised seizure,,,
Encephalopathy,SNOMEDCT,424276002,Malignant glioma of brainstem,,,
Encephalopathy,SNOMEDCT,267581004,Progressive myoclonic epilepsy,,,
Encephalopathy,SNOMEDCT,425805004,Cognitive developmental delay,,,
Encephalopathy,SNOMEDCT,253011004,Macroprolactinoma,,,
Encephalopathy,SNOMEDCT,92030004,Benign neoplasm of brain,,,
Encephalopathy,SNOMEDCT,703524005,Spinal muscular atrophy with progressive myoclonic epilepsy,,,
Encephalopathy,SNOMEDCT,55967005,Phencyclidine-induced anxiety disorder,,,
Encephalopathy,SNOMEDCT,230386004,Childhood epilepsy with occipital paroxysms,,,
Encephalopathy,SNOMEDCT,30400005,Middle meningeal haemorrhage following injury,,,
Encephalopathy,SNOMEDCT,94246001,Secondary malignant neoplasm of cerebral meninges,,,
Encephalopathy,SNOMEDCT,17496003,Organic anxiety disorder,,,
Encephalopathy,SNOMEDCT,352818000,Tonic-clonic epilepsy,,,
Encephalopathy,SNOMEDCT,253159001,Schizencephaly,,,
Encephalopathy,SNOMEDCT,70686002,Brain stem laceration without open intracranial wound AND with prolonged loss of consciousness (more than 24 hours) AND return to pre-existing conscious level,,,
Encephalopathy,SNOMEDCT,87091000119101,Malignant glioma of cerebrum,,,
Encephalopathy,SNOMEDCT,276837006,Epidermoid cyst of brain,,,
Encephalopathy,SNOMEDCT,425349008,Refractory parietal lobe epilepsy,,,
Encephalopathy,SNOMEDCT,37356005,Myoclonic seizure,,,
Encephalopathy,SNOMEDCT,92051001,Benign neoplasm of cerebral meninges,,,
Encephalopathy,SNOMEDCT,20415001,Progressive sclerosing poliodystrophy,,,
Encephalopathy,SNOMEDCT,230227009,Early onset cerebellar ataxia,,,
Encephalopathy,SNOMEDCT,82361000119107,Altered behaviour in Huntington's dementia,,,
Encephalopathy,SNOMEDCT,49776008,Centrencephalic epilepsy,,,
Encephalopathy,SNOMEDCT,3298001,Amnestic disorder,,,
Encephalopathy,SNOMEDCT,237716008,Pituitary cyst,,,
Encephalopathy,SNOMEDCT,191466007,Arteriosclerotic dementia with depression,,,
Encephalopathy,SNOMEDCT,4103001,Complex partial seizure with impairment of consciousness,,,
Encephalopathy,SNOMEDCT,28634005,Cerebral ataxia,,,
Encephalopathy,SNOMEDCT,39194005,Visual epilepsy,,,
Encephalopathy,SNOMEDCT,237685006,Partial hypopituitarism,,,
Encephalopathy,SNOMEDCT,698838008,Benign intracranial hypertension due to drug,,,
Encephalopathy,SNOMEDCT,192727001,Post-infectious encephalitis,,,
Encephalopathy,SNOMEDCT,127295002,Traumatic brain injury,,,
Encephalopathy,SNOMEDCT,238973003,Delusions of parasitosis,,,
Encephalopathy,SNOMEDCT,77486005,Mood disorder with major depressive-like episode due to general medical condition,,,
Encephalopathy,SNOMEDCT,5510009,Organic delusional disorder,,,
Encephalopathy,SNOMEDCT,195206000,Intermittent cerebral ischaemia,,,
Encephalopathy,SNOMEDCT,111487009,Dream anxiety disorder,,,
Encephalopathy,SNOMEDCT,92296004,Benign neoplasm of pituitary gland,,,
Encephalopathy,SNOMEDCT,55009008,"Primary degenerative dementia of the Alzheimer type, senile onset, with delusions",,,
Encephalopathy,SNOMEDCT,6475002,"Primary degenerative dementia of the Alzheimer type, presenile onset, uncomplicated",,,
Encephalopathy,SNOMEDCT,95458005,Cerebellar artery occlusion,,,
Encephalopathy,SNOMEDCT,193008009,Somatosensory epilepsy,,,
Encephalopathy,SNOMEDCT,87111000119109,Malignant glioma of hypothalamus,,,
Encephalopathy,SNOMEDCT,230786001,Congenital dysphasia,,,
Encephalopathy,SNOMEDCT,268722008,Non-organic disorder of the sleep-wake schedule,,,
Encephalopathy,SNOMEDCT,70932007,Amphetamine-induced sexual dysfunction,,,
Encephalopathy,SNOMEDCT,186791009,Plasmodium falciparum malaria with cerebral complications,,,
Encephalopathy,SNOMEDCT,230451002,Tapping epilepsy,,,
Encephalopathy,SNOMEDCT,85314006,Cerebellar laceration without open intracranial wound AND with no loss of consciousness,,,
Encephalopathy,SNOMEDCT,26929004,Alzheimer's disease,,,
Encephalopathy,SNOMEDCT,195216008,Left sided cerebral hemisphere cerebrovascular accident,,,
Encephalopathy,SNOMEDCT,191463004,Uncomplicated arteriosclerotic dementia,,,
Encephalopathy,SNOMEDCT,417619001,Intracranial optic nerve glioma,,,
Encephalopathy,SNOMEDCT,129606007,Frontal lobe syndrome,,,
Encephalopathy,SNOMEDCT,421023003,Presenile dementia associated with AIDS,,,
Encephalopathy,SNOMEDCT,442512002,Nonconvulsive status epilepticus,,,
Encephalopathy,SNOMEDCT,1086991000119100,Gonococcal abscess of brain,,,
Encephalopathy,SNOMEDCT,30310000,Nicotine-induced organic mental disorder,,,
Encephalopathy,SNOMEDCT,23732000,Primary cerebellar degeneration,,,
Encephalopathy,SNOMEDCT,111504002,Walker-Warburg congenital muscular dystrophy,,,
Encephalopathy,SNOMEDCT,253106003,Nasofrontal encephalocele,,,
Encephalopathy,SNOMEDCT,192835007,Parkinsonism with orthostatic hypotension,,,
Encephalopathy,SNOMEDCT,40425004,Postconcussion syndrome,,,
Encephalopathy,SNOMEDCT,23645006,Organic mood disorder,,,
