Value Set Name,Code System,Code,Code Description,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Opioids Used for Pain Control,RXNORM,1303731,Morphine Sulfate 130 MG Extended Release Oral Capsule [Kadian],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Opioids Used for Pain Control,RXNORM,1303733,Morphine Sulfate 150 MG Extended Release Oral Capsule [Kadian],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Opioids Used for Pain Control,RXNORM,1303736,Morphine Sulfate 40 MG Extended Release Oral Capsule,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Opioids Used for Pain Control,RXNORM,1303738,Morphine Sulfate 40 MG Extended Release Oral Capsule [Kadian],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Opioids Used for Pain Control,RXNORM,1303740,Morphine Sulfate 70 MG Extended Release Oral Capsule,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Opioids Used for Pain Control,RXNORM,1303742,Morphine Sulfate 70 MG Extended Release Oral Capsule [Kadian],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Opioids Used for Pain Control,RXNORM,1306898,24 HR Hydromorphone Hydrochloride 32 MG Extended Release Oral Tablet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Opioids Used for Pain Control,RXNORM,1306900,24 HR Hydromorphone Hydrochloride 32 MG Extended Release Oral Tablet [Exalgo],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Opioids Used for Pain Control,RXNORM,1307056,Buprenorphine 4 MG / Naloxone 1 MG Oral Strip,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Opioids Used for Pain Control,RXNORM,1307058,Buprenorphine 4 MG / Naloxone 1 MG Oral Strip [Suboxone],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Opioids Used for Pain Control,RXNORM,1307061,Buprenorphine 12 MG / Naloxone 3 MG Oral Strip,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Opioids Used for Pain Control,RXNORM,1307063,Buprenorphine 12 MG / Naloxone 3 MG Oral Strip [Suboxone],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Opioids Used for Pain Control,RXNORM,1310202,Acetaminophen 300 MG / Hydrocodone Bitartrate 5 MG Oral Tablet [Vicodin],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Opioids Used for Pain Control,RXNORM,1310212,Acetaminophen 300 MG / Hydrocodone Bitartrate 7.5 MG Oral Tablet [Vicodin],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Opioids Used for Pain Control,RXNORM,1310270,Acetaminophen 300 MG / Hydrocodone Bitartrate 10 MG Oral Tablet [Vicodin],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Opioids Used for Pain Control,RXNORM,1310927,Butorphanol 10 MG/ML Injectable Solution [Butorphic],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Opioids Used for Pain Control,RXNORM,1356315,tapentadol 20 MG/ML Oral Solution,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Opioids Used for Pain Control,RXNORM,1356319,tapentadol 20 MG/ML Oral Solution [Nucynta],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Opioids Used for Pain Control,RXNORM,1431076,Buprenorphine 1.4 MG / Naloxone 0.36 MG Sublingual Tablet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Opioids Used for Pain Control,RXNORM,1431083,Buprenorphine 1.4 MG / Naloxone 0.36 MG Sublingual Tablet [Zubsolv],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Opioids Used for Pain Control,RXNORM,1431102,Buprenorphine 5.7 MG / Naloxone 1.4 MG Sublingual Tablet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Opioids Used for Pain Control,RXNORM,1431104,Buprenorphine 5.7 MG / Naloxone 1.4 MG Sublingual Tablet [Zubsolv],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Opioids Used for Pain Control,RXNORM,1431286,Acetaminophen 300 MG / butalbital 50 MG / Caffeine 40 MG / Codeine Phosphate 30 MG Oral Capsule,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Opioids Used for Pain Control,RXNORM,1432969,168 HR Buprenorphine 0.015 MG/HR Transdermal System,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Opioids Used for Pain Control,RXNORM,1432971,168 HR Buprenorphine 0.015 MG/HR Transdermal System [BuTrans],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Opioids Used for Pain Control,RXNORM,1433251,0.5 ML Hydromorphone Hydrochloride 1 MG/ML Prefilled Syringe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Opioids Used for Pain Control,RXNORM,1433802,Acetaminophen 300 MG / butalbital 50 MG / Caffeine 40 MG / Codeine Phosphate 30 MG Oral Capsule [Fioricet with Codeine],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Opioids Used for Pain Control,RXNORM,1442445,Acetaminophen 20 MG/ML / Hydrocodone Bitartrate 0.667 MG/ML Oral Solution [Lortab],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Opioids Used for Pain Control,RXNORM,1487288,Acetaminophen 325 MG / Oxycodone Hydrochloride 2.5 MG Oral Tablet [Endocet],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Opioids Used for Pain Control,RXNORM,1487611,Fentanyl 50 MG/ML Topical Solution,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Opioids Used for Pain Control,RXNORM,1487616,Fentanyl 50 MG/ML Topical Solution [Recuvyra],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Opioids Used for Pain Control,RXNORM,1488634,Buprenorphine hydrochloride 1.3 MG/ML Injectable Suspension,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Opioids Used for Pain Control,RXNORM,1488639,Buprenorphine hydrochloride 1.3 MG/ML Injectable Suspension [Animalgesics],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Opioids Used for Pain Control,RXNORM,1489991,Butorphanol 10 MG/ML Injectable Solution [Torbugesic],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Opioids Used for Pain Control,RXNORM,1491832,12 HR Acetaminophen 325 MG / Oxycodone Hydrochloride 7.5 MG Extended Release Oral Tablet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Opioids Used for Pain Control,RXNORM,1491834,12 HR Acetaminophen 325 MG / Oxycodone Hydrochloride 7.5 MG Extended Release Oral Tablet [Xartemis],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Opioids Used for Pain Control,RXNORM,1492671,Acetaminophen 325 MG / Hydrocodone Bitartrate 10 MG Oral Tablet [Lorcet],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Opioids Used for Pain Control,RXNORM,1492673,Acetaminophen 325 MG / Hydrocodone Bitartrate 5 MG Oral Tablet [Lorcet],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Opioids Used for Pain Control,RXNORM,1492675,Acetaminophen 325 MG / Hydrocodone Bitartrate 7.5 MG Oral Tablet [Lorcet],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Opioids Used for Pain Control,RXNORM,1495472,Acetaminophen 325 MG / Hydrocodone Bitartrate 10 MG Oral Tablet [Lortab],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Opioids Used for Pain Control,RXNORM,1495474,Acetaminophen 325 MG / Hydrocodone Bitartrate 5 MG Oral Tablet [Lortab],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Opioids Used for Pain Control,RXNORM,1495476,Acetaminophen 325 MG / Hydrocodone Bitartrate 7.5 MG Oral Tablet [Lortab],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Opioids Used for Pain Control,RXNORM,1536457,Acetaminophen 500 MG / Codeine Phosphate 8 MG Effervescent Oral Tablet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Opioids Used for Pain Control,RXNORM,1536459,Acetaminophen 500 MG / Codeine Phosphate 30 MG Effervescent Oral Tablet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Opioids Used for Pain Control,RXNORM,1537116,Acetaminophen 300 MG / Oxycodone Hydrochloride 5 MG Oral Tablet [Primlev],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Opioids Used for Pain Control,RXNORM,1537120,Acetaminophen 300 MG / Oxycodone Hydrochloride 10 MG Oral Tablet [Primlev],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Opioids Used for Pain Control,RXNORM,1537122,Acetaminophen 300 MG / Oxycodone Hydrochloride 7.5 MG Oral Tablet [Primlev],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Opioids Used for Pain Control,RXNORM,1542390,Buprenorphine 2.1 MG / Naloxone 0.3 MG Buccal Film,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Opioids Used for Pain Control,RXNORM,1542396,Buprenorphine 2.1 MG / Naloxone 0.3 MG Buccal Film [Bunavail],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Opioids Used for Pain Control,RXNORM,1542981,Acetaminophen 325 MG / Hydrocodone Bitartrate 2.5 MG Oral Tablet [Verdrocet],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Opioids Used for Pain Control,RXNORM,1542988,Hydrocodone Bitartrate 10 MG / Ibuprofen 200 MG Oral Tablet [Xylon],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Opioids Used for Pain Control,RXNORM,1542997,168 HR Buprenorphine 0.0075 MG/HR Transdermal System,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Opioids Used for Pain Control,RXNORM,1542999,168 HR Buprenorphine 0.0075 MG/HR Transdermal System [BuTrans],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Opioids Used for Pain Control,RXNORM,1544851,Buprenorphine 4.2 MG / Naloxone 0.7 MG Buccal Film,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Opioids Used for Pain Control,RXNORM,1544853,Buprenorphine 4.2 MG / Naloxone 0.7 MG Buccal Film [Bunavail],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Opioids Used for Pain Control,RXNORM,1544854,Buprenorphine 6.3 MG / Naloxone 1 MG Buccal Film,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Opioids Used for Pain Control,RXNORM,1544856,Buprenorphine 6.3 MG / Naloxone 1 MG Buccal Film [Bunavail],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Opioids Used for Pain Control,RXNORM,1545903,12 HR Naloxone Hydrochloride 10 MG / Oxycodone Hydrochloride 20 MG Extended Release Oral Tablet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Opioids Used for Pain Control,RXNORM,1545907,12 HR Naloxone Hydrochloride 20 MG / Oxycodone Hydrochloride 40 MG Extended Release Oral Tablet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Opioids Used for Pain Control,RXNORM,1545910,12 HR Naloxone Hydrochloride 5 MG / Oxycodone Hydrochloride 10 MG Extended Release Oral Tablet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Opioids Used for Pain Control,RXNORM,1546089,12 HR Naloxone Hydrochloride 5 MG / Oxycodone Hydrochloride 10 MG Extended Release Oral Tablet [Targiniq],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Opioids Used for Pain Control,RXNORM,1594650,Buprenorphine 1.8 MG/ML Injectable Solution,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Opioids Used for Pain Control,RXNORM,1594655,Buprenorphine 1.8 MG/ML Injectable Solution [Simbadol],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Opioids Used for Pain Control,RXNORM,1595730,Abuse-Deterrent 24 HR Hydrocodone Bitartrate 20 MG Extended Release Oral Tablet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Opioids Used for Pain Control,RXNORM,1595736,Abuse-Deterrent 24 HR Hydrocodone Bitartrate 20 MG Extended Release Oral Tablet [Hysingla],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Opioids Used for Pain Control,RXNORM,1595740,Abuse-Deterrent 24 HR Hydrocodone Bitartrate 30 MG Extended Release Oral Tablet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Opioids Used for Pain Control,RXNORM,1595742,Abuse-Deterrent 24 HR Hydrocodone Bitartrate 30 MG Extended Release Oral Tablet [Hysingla],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Opioids Used for Pain Control,RXNORM,1595746,Abuse-Deterrent 24 HR Hydrocodone Bitartrate 40 MG Extended Release Oral Tablet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Opioids Used for Pain Control,RXNORM,1595748,Abuse-Deterrent 24 HR Hydrocodone Bitartrate 40 MG Extended Release Oral Tablet [Hysingla],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Opioids Used for Pain Control,RXNORM,1595752,Abuse-Deterrent 24 HR Hydrocodone Bitartrate 60 MG Extended Release Oral Tablet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Opioids Used for Pain Control,RXNORM,1595754,Abuse-Deterrent 24 HR Hydrocodone Bitartrate 60 MG Extended Release Oral Tablet [Hysingla],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Opioids Used for Pain Control,RXNORM,1595758,Abuse-Deterrent 24 HR Hydrocodone Bitartrate 80 MG Extended Release Oral Tablet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Opioids Used for Pain Control,RXNORM,1595760,Abuse-Deterrent 24 HR Hydrocodone Bitartrate 80 MG Extended Release Oral Tablet [Hysingla],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Opioids Used for Pain Control,RXNORM,1595764,Abuse-Deterrent 24 HR Hydrocodone Bitartrate 100 MG Extended Release Oral Tablet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Opioids Used for Pain Control,RXNORM,1595766,Abuse-Deterrent 24 HR Hydrocodone Bitartrate 100 MG Extended Release Oral Tablet [Hysingla],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Opioids Used for Pain Control,RXNORM,1595770,Abuse-Deterrent 24 HR Hydrocodone Bitartrate 120 MG Extended Release Oral Tablet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Opioids Used for Pain Control,RXNORM,1595772,Abuse-Deterrent 24 HR Hydrocodone Bitartrate 120 MG Extended Release Oral Tablet [Hysingla],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Opioids Used for Pain Control,RXNORM,1597568,Buprenorphine 11.4 MG / Naloxone 2.9 MG Sublingual Tablet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Opioids Used for Pain Control,RXNORM,1597570,Buprenorphine 11.4 MG / Naloxone 2.9 MG Sublingual Tablet [Zubsolv],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Opioids Used for Pain Control,RXNORM,1597573,Buprenorphine 8.6 MG / Naloxone 2.1 MG Sublingual Tablet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Opioids Used for Pain Control,RXNORM,1597575,Buprenorphine 8.6 MG / Naloxone 2.1 MG Sublingual Tablet [Zubsolv],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Opioids Used for Pain Control,RXNORM,197696,72 HR Fentanyl 0.075 MG/HR Transdermal System,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Opioids Used for Pain Control,RXNORM,197873,Levorphanol 2 MG Oral Tablet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Opioids Used for Pain Control,RXNORM,198402,Fentanyl 1.5 MG/ML Injectable Solution,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Opioids Used for Pain Control,RXNORM,198403,Fentanyl 2.5 MG/ML Injectable Solution,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Opioids Used for Pain Control,RXNORM,199400,Codeine 50 MG/ML Injectable Solution,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Opioids Used for Pain Control,RXNORM,199789,Pentazocine 50 MG Oral Tablet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Opioids Used for Pain Control,RXNORM,205533,1 ML Buprenorphine 0.3 MG/ML Injection [Buprenex],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Opioids Used for Pain Control,RXNORM,207017,Naloxone 0.5 MG / Pentazocine 50 MG Oral Tablet [Talwin NX],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Opioids Used for Pain Control,RXNORM,211354,Acetaminophen 650 MG / Pentazocine 25 MG Oral Tablet [Talacen],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Opioids Used for Pain Control,RXNORM,238129,1 ML Buprenorphine 0.3 MG/ML Injection,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Opioids Used for Pain Control,RXNORM,238133,Pentazocine 30 MG/ML Injectable Solution,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Opioids Used for Pain Control,RXNORM,245134,72 HR Fentanyl 0.025 MG/HR Transdermal System,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Opioids Used for Pain Control,RXNORM,245135,72 HR Fentanyl 0.05 MG/HR Transdermal System,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Opioids Used for Pain Control,RXNORM,245136,72 HR Fentanyl 0.1 MG/HR Transdermal System,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Opioids Used for Pain Control,RXNORM,246474,Buprenorphine 0.2 MG Sublingual Tablet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Opioids Used for Pain Control,RXNORM,250426,Buprenorphine 0.4 MG Sublingual Tablet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Opioids Used for Pain Control,RXNORM,250473,Heroin 10 MG Oral Tablet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Opioids Used for Pain Control,RXNORM,250485,Pentazocine 25 MG Oral Tablet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Opioids Used for Pain Control,RXNORM,250486,Pentazocine 50 MG Oral Capsule,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Opioids Used for Pain Control,RXNORM,250779,Heroin 5 MG/ML Injectable Solution,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Opioids Used for Pain Control,RXNORM,250877,Pentazocine 50 MG Rectal Suppository,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Opioids Used for Pain Control,RXNORM,250879,Dextromoramide 5 MG Oral Tablet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Opioids Used for Pain Control,RXNORM,250880,Dextromoramide 10 MG Oral Tablet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Opioids Used for Pain Control,RXNORM,251210,Meptazinol 100 MG/ML Injectable Solution,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Opioids Used for Pain Control,RXNORM,261106,Fentanyl 0.2 MG Oral Lozenge [Actiq],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Opioids Used for Pain Control,RXNORM,261107,Fentanyl 0.6 MG Oral Lozenge [Actiq],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Opioids Used for Pain Control,RXNORM,261108,Fentanyl 0.8 MG Oral Lozenge [Actiq],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Opioids Used for Pain Control,RXNORM,261109,Fentanyl 1.2 MG Oral Lozenge [Actiq],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Opioids Used for Pain Control,RXNORM,261110,Fentanyl 1.6 MG Oral Lozenge [Actiq],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Opioids Used for Pain Control,RXNORM,261184,72 HR Fentanyl 0.025 MG/HR Transdermal System [Duragesic],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Opioids Used for Pain Control,RXNORM,261185,72 HR Fentanyl 0.05 MG/HR Transdermal System [Duragesic],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Opioids Used for Pain Control,RXNORM,261186,72 HR Fentanyl 0.075 MG/HR Transdermal System [Duragesic],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Opioids Used for Pain Control,RXNORM,262071,72 HR Fentanyl 0.1 MG/HR Transdermal System [Duragesic],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Opioids Used for Pain Control,RXNORM,262219,Fentanyl 0.4 MG Oral Lozenge [Actiq],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Opioids Used for Pain Control,RXNORM,310293,Fentanyl 1.2 MG Oral Lozenge,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Opioids Used for Pain Control,RXNORM,310294,Fentanyl 1.6 MG Oral Lozenge,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Opioids Used for Pain Control,RXNORM,310295,Fentanyl 0.2 MG Oral Lozenge,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Opioids Used for Pain Control,RXNORM,310296,Fentanyl 0.3 MG Oral Lozenge,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Opioids Used for Pain Control,RXNORM,310297,Fentanyl 0.4 MG Oral Lozenge,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Opioids Used for Pain Control,RXNORM,311300,Levorphanol 2 MG/ML Injectable Solution,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Opioids Used for Pain Control,RXNORM,312287,Aspirin 325 MG / Pentazocine 12.5 MG Oral Tablet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Opioids Used for Pain Control,RXNORM,312288,Acetaminophen 650 MG / Pentazocine 25 MG Oral Tablet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Opioids Used for Pain Control,RXNORM,312289,Naloxone 0.5 MG / Pentazocine 50 MG Oral Tablet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Opioids Used for Pain Control,RXNORM,313992,Fentanyl 0.6 MG Oral Lozenge,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Opioids Used for Pain Control,RXNORM,313993,Fentanyl 0.8 MG Oral Lozenge,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Opioids Used for Pain Control,RXNORM,351264,Buprenorphine 2 MG Sublingual Tablet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Opioids Used for Pain Control,RXNORM,351265,Buprenorphine 8 MG Sublingual Tablet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Opioids Used for Pain Control,RXNORM,351266,Buprenorphine 2 MG / Naloxone 0.5 MG Sublingual Tablet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Opioids Used for Pain Control,RXNORM,351267,Buprenorphine 8 MG / Naloxone 2 MG Sublingual Tablet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Opioids Used for Pain Control,RXNORM,388506,72 HR Buprenorphine 0.07 MG/HR Transdermal System,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Opioids Used for Pain Control,RXNORM,388507,72 HR Buprenorphine 0.0525 MG/HR Transdermal System,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Opioids Used for Pain Control,RXNORM,388508,72 HR Buprenorphine 0.035 MG/HR Transdermal System,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Opioids Used for Pain Control,RXNORM,404413,Buprenorphine 2 MG Sublingual Tablet [Subutex],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Opioids Used for Pain Control,RXNORM,404414,Buprenorphine 8 MG Sublingual Tablet [Subutex],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Opioids Used for Pain Control,RXNORM,577057,72 HR Fentanyl 0.012 MG/HR Transdermal System,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Opioids Used for Pain Control,RXNORM,583490,72 HR Fentanyl 0.012 MG/HR Transdermal System [Duragesic],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Opioids Used for Pain Control,RXNORM,637540,Aspirin 325 MG / Oxycodone Hydrochloride 4.5 MG / oxycodone terephthalate 0.38 MG Oral Tablet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Opioids Used for Pain Control,RXNORM,668363,Fentanyl 0.1 MG Buccal Tablet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Opioids Used for Pain Control,RXNORM,668364,Fentanyl 0.2 MG Buccal Tablet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Opioids Used for Pain Control,RXNORM,668365,Fentanyl 0.4 MG Buccal Tablet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Opioids Used for Pain Control,RXNORM,668366,Fentanyl 0.6 MG Buccal Tablet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Opioids Used for Pain Control,RXNORM,668367,Fentanyl 0.8 MG Buccal Tablet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Opioids Used for Pain Control,RXNORM,668622,Fentanyl 0.1 MG Buccal Tablet [Fentora],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Opioids Used for Pain Control,RXNORM,668624,Fentanyl 0.2 MG Buccal Tablet [Fentora],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Opioids Used for Pain Control,RXNORM,668626,Fentanyl 0.4 MG Buccal Tablet [Fentora],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Opioids Used for Pain Control,RXNORM,668628,Fentanyl 0.6 MG Buccal Tablet [Fentora],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Opioids Used for Pain Control,RXNORM,668630,Fentanyl 0.8 MG Buccal Tablet [Fentora],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
