code_type,code_value,description,hcc_id
ICD10CM,I70.742,Atherosclerosis of other type of bypass graft(s) of the left leg with ulceration of calf,161
ICD10CM,I70.743,Atherosclerosis of other type of bypass graft(s) of the left leg with ulceration of ankle,161
ICD10CM,I70.744,Atherosclerosis of other type of bypass graft(s) of the left leg with ulceration of heel and midfoot,161
ICD10CM,I70.745,Atherosclerosis of other type of bypass graft(s) of the left leg with ulceration of other part of foot,161
ICD10CM,I70.748,Atherosclerosis of other type of bypass graft(s) of the left leg with ulceration of other part of lower leg,161
ICD10CM,I70.749,Atherosclerosis of other type of bypass graft(s) of the left leg with ulceration of unspecified site,161
ICD10CM,I70.75,Atherosclerosis of other type of bypass graft(s) of other extremity with ulceration,161
ICD10CM,L97.101,Non-pressure chronic ulcer of unspecified thigh limited to breakdown of skin,161
ICD10CM,L97.102,Non-pressure chronic ulcer of unspecified thigh with fat layer exposed,161
ICD10CM,L97.103,Non-pressure chronic ulcer of unspecified thigh with necrosis of muscle,161
ICD10CM,L97.104,Non-pressure chronic ulcer of unspecified thigh with necrosis of bone,161
ICD10CM,L97.105,Non-pressure chronic ulcer of unspecified thigh with muscle involvement without evidence of necrosis,161
ICD10CM,L97.106,Non-pressure chronic ulcer of unspecified thigh with bone involvement without evidence of necrosis,161
ICD10CM,L97.108,Non-pressure chronic ulcer of unspecified thigh with other specified severity,161
ICD10CM,L97.109,Non-pressure chronic ulcer of unspecified thigh with unspecified severity,161
ICD10CM,L97.111,Non-pressure chronic ulcer of right thigh limited to breakdown of skin,161
ICD10CM,L97.112,Non-pressure chronic ulcer of right thigh with fat layer exposed,161
ICD10CM,L97.113,Non-pressure chronic ulcer of right thigh with necrosis of muscle,161
ICD10CM,L97.114,Non-pressure chronic ulcer of right thigh with necrosis of bone,161
ICD10CM,L97.115,Non-pressure chronic ulcer of right thigh with muscle involvement without evidence of necrosis,161
ICD10CM,L97.116,Non-pressure chronic ulcer of right thigh with bone involvement without evidence of necrosis,161
ICD10CM,L97.118,Non-pressure chronic ulcer of right thigh with other specified severity,161
ICD10CM,L97.119,Non-pressure chronic ulcer of right thigh with unspecified severity,161
ICD10CM,L97.121,Non-pressure chronic ulcer of left thigh limited to breakdown of skin,161
ICD10CM,L97.122,Non-pressure chronic ulcer of left thigh with fat layer exposed,161
ICD10CM,L97.123,Non-pressure chronic ulcer of left thigh with necrosis of muscle,161
ICD10CM,L97.124,Non-pressure chronic ulcer of left thigh with necrosis of bone,161
ICD10CM,L97.125,Non-pressure chronic ulcer of left thigh with muscle involvement without evidence of necrosis,161
ICD10CM,L97.126,Non-pressure chronic ulcer of left thigh with bone involvement without evidence of necrosis,161
ICD10CM,L97.128,Non-pressure chronic ulcer of left thigh with other specified severity,161
ICD10CM,L97.129,Non-pressure chronic ulcer of left thigh with unspecified severity,161
ICD10CM,L97.201,Non-pressure chronic ulcer of unspecified calf limited to breakdown of skin,161
ICD10CM,L97.202,Non-pressure chronic ulcer of unspecified calf with fat layer exposed,161
ICD10CM,L97.203,Non-pressure chronic ulcer of unspecified calf with necrosis of muscle,161
ICD10CM,L97.204,Non-pressure chronic ulcer of unspecified calf with necrosis of bone,161
ICD10CM,L97.205,Non-pressure chronic ulcer of unspecified calf with muscle involvement without evidence of necrosis,161
ICD10CM,L97.206,Non-pressure chronic ulcer of unspecified calf with bone involvement without evidence of necrosis,161
ICD10CM,L97.208,Non-pressure chronic ulcer of unspecified calf with other specified severity,161
ICD10CM,L97.209,Non-pressure chronic ulcer of unspecified calf with unspecified severity,161
ICD10CM,L97.211,Non-pressure chronic ulcer of right calf limited to breakdown of skin,161
ICD10CM,L97.212,Non-pressure chronic ulcer of right calf with fat layer exposed,161
ICD10CM,L97.213,Non-pressure chronic ulcer of right calf with necrosis of muscle,161
ICD10CM,L97.214,Non-pressure chronic ulcer of right calf with necrosis of bone,161
ICD10CM,L97.215,Non-pressure chronic ulcer of right calf with muscle involvement without evidence of necrosis,161
ICD10CM,L97.216,Non-pressure chronic ulcer of right calf with bone involvement without evidence of necrosis,161
ICD10CM,L97.218,Non-pressure chronic ulcer of right calf with other specified severity,161
ICD10CM,L97.219,Non-pressure chronic ulcer of right calf with unspecified severity,161
ICD10CM,L97.221,Non-pressure chronic ulcer of left calf limited to breakdown of skin,161
ICD10CM,L97.222,Non-pressure chronic ulcer of left calf with fat layer exposed,161
ICD10CM,L97.223,Non-pressure chronic ulcer of left calf with necrosis of muscle,161
ICD10CM,L97.224,Non-pressure chronic ulcer of left calf with necrosis of bone,161
ICD10CM,L97.225,Non-pressure chronic ulcer of left calf with muscle involvement without evidence of necrosis,161
ICD10CM,L97.226,Non-pressure chronic ulcer of left calf with bone involvement without evidence of necrosis,161
ICD10CM,L97.228,Non-pressure chronic ulcer of left calf with other specified severity,161
ICD10CM,L97.229,Non-pressure chronic ulcer of left calf with unspecified severity,161
ICD10CM,L97.301,Non-pressure chronic ulcer of unspecified ankle limited to breakdown of skin,161
ICD10CM,L97.302,Non-pressure chronic ulcer of unspecified ankle with fat layer exposed,161
ICD10CM,L97.303,Non-pressure chronic ulcer of unspecified ankle with necrosis of muscle,161
ICD10CM,L97.304,Non-pressure chronic ulcer of unspecified ankle with necrosis of bone,161
ICD10CM,L97.305,Non-pressure chronic ulcer of unspecified ankle with muscle involvement without evidence of necrosis,161
ICD10CM,L97.306,Non-pressure chronic ulcer of unspecified ankle with bone involvement without evidence of necrosis,161
ICD10CM,L97.308,Non-pressure chronic ulcer of unspecified ankle with other specified severity,161
ICD10CM,L97.309,Non-pressure chronic ulcer of unspecified ankle with unspecified severity,161
ICD10CM,L97.311,Non-pressure chronic ulcer of right ankle limited to breakdown of skin,161
ICD10CM,L97.312,Non-pressure chronic ulcer of right ankle with fat layer exposed,161
ICD10CM,L97.313,Non-pressure chronic ulcer of right ankle with necrosis of muscle,161
ICD10CM,L97.314,Non-pressure chronic ulcer of right ankle with necrosis of bone,161
ICD10CM,L97.315,Non-pressure chronic ulcer of right ankle with muscle involvement without evidence of necrosis,161
ICD10CM,L97.316,Non-pressure chronic ulcer of right ankle with bone involvement without evidence of necrosis,161
ICD10CM,L97.318,Non-pressure chronic ulcer of right ankle with other specified severity,161
ICD10CM,L97.319,Non-pressure chronic ulcer of right ankle with unspecified severity,161
ICD10CM,L97.321,Non-pressure chronic ulcer of left ankle limited to breakdown of skin,161
ICD10CM,L97.322,Non-pressure chronic ulcer of left ankle with fat layer exposed,161
ICD10CM,L97.323,Non-pressure chronic ulcer of left ankle with necrosis of muscle,161
ICD10CM,L97.324,Non-pressure chronic ulcer of left ankle with necrosis of bone,161
ICD10CM,L97.325,Non-pressure chronic ulcer of left ankle with muscle involvement without evidence of necrosis,161
ICD10CM,L97.326,Non-pressure chronic ulcer of left ankle with bone involvement without evidence of necrosis,161
ICD10CM,L97.328,Non-pressure chronic ulcer of left ankle with other specified severity,161
ICD10CM,L97.329,Non-pressure chronic ulcer of left ankle with unspecified severity,161
ICD10CM,L97.401,Non-pressure chronic ulcer of unspecified heel and midfoot limited to breakdown of skin,161
ICD10CM,L97.402,Non-pressure chronic ulcer of unspecified heel and midfoot with fat layer exposed,161
ICD10CM,L97.403,Non-pressure chronic ulcer of unspecified heel and midfoot with necrosis of muscle,161
ICD10CM,L97.404,Non-pressure chronic ulcer of unspecified heel and midfoot with necrosis of bone,161
ICD10CM,L97.405,Non-pressure chronic ulcer of unspecified heel and midfoot with muscle involvement without evidence of necrosis,161
ICD10CM,L97.406,Non-pressure chronic ulcer of unspecified heel and midfoot with bone involvement without evidence of necrosis,161
ICD10CM,L97.408,Non-pressure chronic ulcer of unspecified heel and midfoot with other specified severity,161
ICD10CM,L97.409,Non-pressure chronic ulcer of unspecified heel and midfoot with unspecified severity,161
ICD10CM,L97.411,Non-pressure chronic ulcer of right heel and midfoot limited to breakdown of skin,161
ICD10CM,L97.412,Non-pressure chronic ulcer of right heel and midfoot with fat layer exposed,161
ICD10CM,L97.413,Non-pressure chronic ulcer of right heel and midfoot with necrosis of muscle,161
ICD10CM,L97.414,Non-pressure chronic ulcer of right heel and midfoot with necrosis of bone,161
ICD10CM,L97.415,Non-pressure chronic ulcer of right heel and midfoot with muscle involvement without evidence of necrosis,161
ICD10CM,L97.416,Non-pressure chronic ulcer of right heel and midfoot with bone involvement without evidence of necrosis,161
ICD10CM,L97.418,Non-pressure chronic ulcer of right heel and midfoot with other specified severity,161
ICD10CM,L97.419,Non-pressure chronic ulcer of right heel and midfoot with unspecified severity,161
ICD10CM,L97.421,Non-pressure chronic ulcer of left heel and midfoot limited to breakdown of skin,161
ICD10CM,L97.422,Non-pressure chronic ulcer of left heel and midfoot with fat layer exposed,161
ICD10CM,L97.423,Non-pressure chronic ulcer of left heel and midfoot with necrosis of muscle,161
ICD10CM,L97.424,Non-pressure chronic ulcer of left heel and midfoot with necrosis of bone,161
ICD10CM,L97.425,Non-pressure chronic ulcer of left heel and midfoot with muscle involvement without evidence of necrosis,161
ICD10CM,L97.426,Non-pressure chronic ulcer of left heel and midfoot with bone involvement without evidence of necrosis,161
ICD10CM,L97.428,Non-pressure chronic ulcer of left heel and midfoot with other specified severity,161
ICD10CM,L97.429,Non-pressure chronic ulcer of left heel and midfoot with unspecified severity,161
ICD10CM,L97.501,Non-pressure chronic ulcer of other part of unspecified foot limited to breakdown of skin,161
ICD10CM,L97.502,Non-pressure chronic ulcer of other part of unspecified foot with fat layer exposed,161
ICD10CM,L97.503,Non-pressure chronic ulcer of other part of unspecified foot with necrosis of muscle,161
ICD10CM,L97.504,Non-pressure chronic ulcer of other part of unspecified foot with necrosis of bone,161
ICD10CM,L97.505,Non-pressure chronic ulcer of other part of unspecified foot with muscle involvement without evidence of necrosis,161
ICD10CM,L97.506,Non-pressure chronic ulcer of other part of unspecified foot with bone involvement without evidence of necrosis,161
ICD10CM,L97.508,Non-pressure chronic ulcer of other part of unspecified foot with other specified severity,161
ICD10CM,L97.509,Non-pressure chronic ulcer of other part of unspecified foot with unspecified severity,161
ICD10CM,L97.511,Non-pressure chronic ulcer of other part of right foot limited to breakdown of skin,161
ICD10CM,L97.512,Non-pressure chronic ulcer of other part of right foot with fat layer exposed,161
ICD10CM,L97.513,Non-pressure chronic ulcer of other part of right foot with necrosis of muscle,161
ICD10CM,L97.514,Non-pressure chronic ulcer of other part of right foot with necrosis of bone,161
ICD10CM,L97.515,Non-pressure chronic ulcer of other part of right foot with muscle involvement without evidence of necrosis,161
ICD10CM,L97.516,Non-pressure chronic ulcer of other part of right foot with bone involvement without evidence of necrosis,161
ICD10CM,L97.518,Non-pressure chronic ulcer of other part of right foot with other specified severity,161
ICD10CM,L97.519,Non-pressure chronic ulcer of other part of right foot with unspecified severity,161
ICD10CM,L97.521,Non-pressure chronic ulcer of other part of left foot limited to breakdown of skin,161
ICD10CM,L97.522,Non-pressure chronic ulcer of other part of left foot with fat layer exposed,161
ICD10CM,L97.523,Non-pressure chronic ulcer of other part of left foot with necrosis of muscle,161
ICD10CM,L97.524,Non-pressure chronic ulcer of other part of left foot with necrosis of bone,161
ICD10CM,L97.525,Non-pressure chronic ulcer of other part of left foot with muscle involvement without evidence of necrosis,161
ICD10CM,L97.526,Non-pressure chronic ulcer of other part of left foot with bone involvement without evidence of necrosis,161
ICD10CM,L97.528,Non-pressure chronic ulcer of other part of left foot with other specified severity,161
ICD10CM,L97.529,Non-pressure chronic ulcer of other part of left foot with unspecified severity,161
ICD10CM,L97.801,Non-pressure chronic ulcer of other part of unspecified lower leg limited to breakdown of skin,161
ICD10CM,L97.802,Non-pressure chronic ulcer of other part of unspecified lower leg with fat layer exposed,161
ICD10CM,L97.803,Non-pressure chronic ulcer of other part of unspecified lower leg with necrosis of muscle,161
ICD10CM,L97.804,Non-pressure chronic ulcer of other part of unspecified lower leg with necrosis of bone,161
ICD10CM,L97.805,Non-pressure chronic ulcer of other part of unspecified lower leg with muscle involvement without evidence of necrosis,161
ICD10CM,L97.806,Non-pressure chronic ulcer of other part of unspecified lower leg with bone involvement without evidence of necrosis,161
ICD10CM,L97.808,Non-pressure chronic ulcer of other part of unspecified lower leg with other specified severity,161
ICD10CM,L97.809,Non-pressure chronic ulcer of other part of unspecified lower leg with unspecified severity,161
